"mun","uf","total","agropecuaria","industria","servicos","adm","s_agropecuaria","s_industria","s_servicos","s_adm"
"São Domingos do Azeitão ","MA",144431,63962,16578,44177,19714,0.442855065740734,0.114781452735216,0.305869238598362,0.136494242925688
"São Domingos do Maranhão ","MA",254667,59174,15940,89987,89565,0.23235833460951,0.0625915411105483,0.353351631738702,0.351694565844809
"São Félix de Balsas ","MA",35640,12852,2348,6694,13745,0.360606060606061,0.0658810325476992,0.187822671156004,0.385662177328844
"São Francisco do Brejão ","MA",80324,26864,3636,17423,32400,0.334445495742244,0.0452666699865545,0.216909018475176,0.403366366216822
"São Francisco do Maranhão ","MA",59214,13411,3338,12128,30337,0.226483601850914,0.0563718039652785,0.204816428547303,0.512328165636505
"São João Batista ","MA",99856,12569,4399,24394,58493,0.125871254606634,0.0440534369492069,0.244291780163435,0.585773513859958
"São João do Carú ","MA",78537,19348,3239,14275,41674,0.246355221105976,0.0412417077301145,0.181761462750041,0.530628875561837
"São João do Paraíso ","MA",99446,34603,5307,30711,28826,0.347957685578103,0.0533656456770509,0.30882086760654,0.289865856846932
"São João do Soter ","MA",78078,6945,4009,14571,52553,0.0889495120264351,0.0513460898076283,0.186621071236456,0.673083326929481
"São João dos Patos ","MA",206950,16908,22498,101509,66035,0.0817008939357333,0.108712249335588,0.490500120802126,0.319086735926552
"São José de Ribamar ","MA",1555024,20428,251662,885223,397711,0.0131367747378819,0.161838016647975,0.569266455051498,0.255758753562646
"São José dos Basílios ","MA",40886,5795,2184,10029,22878,0.141735557403512,0.0534168174925402,0.245291786919728,0.55955583818422
"São Luís ","MA",21670195,24313,6100943,12572961,2971978,0.00112195575535892,0.281536137538218,0.580196025001159,0.137145881705264
"São Luís Gonzaga do Maranhão ","MA",130985,38672,9637,29652,53024,0.295239912967134,0.0735733099209833,0.226377066076268,0.404809711035615
"São Mateus do Maranhão ","MA",250599,37062,15161,98369,100008,0.147893646822214,0.0604990442898814,0.392535484977993,0.39907581434882
"São Pedro da Água Branca ","MA",67302,11477,4877,20276,30671,0.170529850524502,0.0724644141333096,0.301268907313304,0.455721969629432
"São Pedro dos Crentes ","MA",45224,19276,1957,9928,14063,0.426233858128427,0.0432734831063152,0.219529453387582,0.310963205377676
"São Raimundo das Mangabeiras ","MA",337443,167069,29547,88728,52098,0.49510287663398,0.0875614548234813,0.262942185791378,0.154390519287702
"São Raimundo do Doca Bezerra ","MA",29598,6343,1424,6141,15689,0.214305020609501,0.0481113588755997,0.207480235151024,0.53006959929725
"São Roberto ","MA",33663,5820,1576,6521,19746,0.172890116745388,0.046816980067136,0.193714166889463,0.586578736298013
"São Vicente Ferrer ","MA",111873,24434,5816,25846,55777,0.218408373780984,0.0519875215646313,0.231029828466207,0.498574276188178
"Satubinha ","MA",56831,10350,2259,9045,35177,0.182118913973008,0.0397494325280217,0.159156094385107,0.618975559113864
"Senador Alexandre Costa ","MA",57475,11607,2844,13664,29361,0.201948673336233,0.0494823836450631,0.237738147020444,0.510848194867334
"Senador La Rocque ","MA",124113,40037,6665,30435,46976,0.322585063611386,0.0537010627412116,0.245220081699741,0.378493791947661
"Serrano do Maranhão ","MA",54605,8097,2692,9760,34057,0.14828312425602,0.0492995146964564,0.178738210786558,0.623697463602234
"Sítio Novo ","MA",113689,36219,4465,24461,48545,0.318579633913571,0.0392738083719621,0.215157139213116,0.426998214427077
"Sucupira do Norte ","MA",63365,17823,3385,14920,27237,0.281275151897735,0.0534206580920066,0.235461216760041,0.429842973250217
"Sucupira do Riachão ","MA",34206,9208,2090,7219,15689,0.269192539320587,0.0611003917441385,0.211044845933462,0.458662223001813
"Tasso Fragoso ","MA",703212,500888,54185,121735,26404,0.712285910934398,0.0770535770151818,0.173112802398139,0.0375477096522812
"Timbiras ","MA",122658,13501,8179,32260,68718,0.110070276704332,0.0666813416165273,0.263007712501427,0.560240669177714
"Timon ","MA",1229793,15052,188983,599857,425902,0.0122394581852393,0.153670577080858,0.487770706126966,0.346320071751913
"Trizidela do Vale ","MA",138047,17259,13149,54289,53350,0.125022637217759,0.0952501684209001,0.393264612776808,0.386462581584533
"Tufilândia ","MA",35011,6418,1675,6556,20361,0.183313815657936,0.0478421067664448,0.187255434006455,0.581560081117363
"Tuntum ","MA",239969,52588,13712,67276,106393,0.219144972892332,0.0571407140088928,0.280352878913526,0.443361434185249
"Turiaçu ","MA",248495,100452,12874,44017,91152,0.40424153403489,0.0518078834584197,0.177134348779654,0.366816233727037
"Turilândia ","MA",128030,37274,5316,23569,61871,0.291134890260095,0.0415215183941264,0.184089666484418,0.483253924861361
"Tutóia ","MA",304661,33684,24694,105015,141269,0.110562231463824,0.0810540239807524,0.344694594976055,0.46369243191613
"Urbano Santos ","MA",136780,11428,7440,42131,75781,0.0835502266413218,0.0543939172393625,0.308020178388653,0.554035677730662
"Vargem Grande ","MA",244745,20001,14218,73906,136620,0.0817217920692966,0.0580931173261967,0.301971439661689,0.558213650942818
"Viana ","MA",331106,59712,17644,123460,130290,0.180341038821405,0.0532880708896849,0.37287152754707,0.393499362741841
"Vila Nova dos Martírios ","MA",87400,29171,4117,19259,34853,0.333764302059497,0.0471052631578947,0.220354691075515,0.398775743707094
"Vitória do Mearim ","MA",268766,39124,73244,72825,83574,0.145569007984641,0.272519589531414,0.270960612577484,0.310954510615182
"Vitorino Freire ","MA",187676,42084,9026,59947,76618,0.224237515718579,0.0480935228798568,0.319417506766981,0.408246126302777
"Zé Doca ","MA",330718,48149,17092,141379,124097,0.145589293597567,0.0516814929940312,0.427491095132409,0.375235094551854
"Acauã ","PI",39823,5784,1345,8580,24115,0.145242698942822,0.0337744519498782,0.215453381211862,0.605554579012129
"Agricolândia ","PI",27378,3784,1436,5470,16688,0.138213163854189,0.0524508729636935,0.199795456205713,0.609540506976404
"Água Branca ","PI",141626,2339,11999,66487,60800,0.0165153291062376,0.08472314405547,0.469454761131431,0.429299704856453
"Alagoinha do Piauí ","PI",43165,5938,1567,9563,26097,0.137565156955867,0.0363025599443994,0.221545233406695,0.604587049693038
"Alegrete do Piauí ","PI",29784,3068,948,8803,16965,0.103008326618319,0.0318291700241741,0.295561375235026,0.569601128122482
"Alto Longá ","PI",76815,5281,2727,17249,51558,0.0687495931784157,0.0355008787346221,0.224552496257241,0.671197031829721
"Altos ","PI",277290,6646,40056,107638,122951,0.0239676872588265,0.144455263442605,0.388178441342998,0.44340221428829
"Alvorada do Gurguéia ","PI",55297,19446,2504,11666,21681,0.351664647268387,0.0452827458994159,0.210969853699116,0.392082753133081
"Amarante ","PI",112527,9264,5446,37351,60466,0.0823269082086966,0.0483972735432385,0.331929225874679,0.537346592373386
"Angical do Piauí ","PI",43698,3223,1851,15475,23150,0.0737562359833402,0.0423589180282851,0.354135200695684,0.529772529635224
"Anísio de Abreu ","PI",57749,2561,2684,18077,34427,0.0443470882612686,0.0464769952726454,0.31302706540373,0.596148851062356
"Antônio Almeida ","PI",49781,14040,13949,8422,13370,0.282035314678291,0.28020730800908,0.169181012836223,0.268576364476407
"Aroazes ","PI",38309,4157,2718,9710,21723,0.108512360019839,0.0709493852619489,0.25346524315435,0.567046908037276
"Aroeiras do Itaim ","PI",15137,1933,459,2528,10217,0.127700336922772,0.0303230494814032,0.167007993657924,0.6749686199379
"Arraial ","PI",26183,1567,906,6412,17299,0.0598479929725394,0.0346026047435359,0.244891723637475,0.660695871366917
"Assunção do Piauí ","PI",39306,3620,1071,6708,27906,0.0920978985396632,0.0272477484353534,0.170660967791177,0.70996794382537
"Avelino Lopes ","PI",62844,6415,4009,12268,40153,0.102078161797467,0.0637928839666476,0.195213544650245,0.638931322003692
"Baixa Grande do Ribeiro ","PI",519141,336763,56828,78529,47020,0.648692744360395,0.109465443877482,0.151267189453347,0.0905726960498208
"Barra D'Alcântara ","PI",24902,1357,819,6746,15981,0.0544936149706851,0.0328889245843707,0.270901935587503,0.641755682274516
"Barras ","PI",289202,17698,14826,99241,157437,0.0611959806640341,0.0512652056348158,0.343154611655521,0.544384202045629
"Barreiras do Piauí ","PI",20987,3302,790,3614,13282,0.157335493400677,0.0376423500262067,0.172201839233811,0.632867965883642
"Barro Duro ","PI",52288,5167,8474,13513,25135,0.0988180844553244,0.162063953488372,0.25843405752754,0.480703029375765
"Batalha ","PI",142481,10625,5296,39018,87542,0.0745713463549526,0.0371698682631368,0.273847039254357,0.614411746127554
"Bela Vista do Piauí ","PI",27197,5606,1160,5036,15394,0.206125675625988,0.0426517630621024,0.185167481707541,0.566018310843108
"Belém do Piauí ","PI",22130,2159,1165,4741,14065,0.0975598734749209,0.052643470402169,0.214234071396295,0.635562584726615
"Beneditinos ","PI",53865,2979,2233,13239,35414,0.0553049289891395,0.0414554905782976,0.24578111946533,0.657458460967233
"Bertolínia ","PI",38528,4084,2136,11338,20970,0.106000830564784,0.0554401993355482,0.294279485049834,0.544279485049834
"Betânia do Piauí ","PI",36117,4057,1173,7920,22968,0.112329373979013,0.032477780546557,0.219287316222278,0.635933217044605
"Boa Hora ","PI",35911,2506,1106,7029,25270,0.0697836317562864,0.0307983626186962,0.195733897691515,0.703684107933502
"Bocaina ","PI",31263,5185,1317,7303,17457,0.165851005981512,0.0421264753862393,0.233598822889678,0.558391709049036
"Bom Jesus ","PI",568001,120004,42643,315070,90285,0.211274275925571,0.0750755720500492,0.554699727641325,0.158952184943336
"Bom Princípio do Piauí ","PI",33222,5690,1053,5410,21069,0.171272048642466,0.0316958641863825,0.162843898621395,0.634188188549756
"Bonfim do Piauí ","PI",29906,2150,1004,6900,19852,0.0718919280411957,0.0335718584899351,0.23072293185314,0.663813281615729
"Boqueirão do Piauí ","PI",33377,1221,928,7705,23522,0.0365820774785032,0.027803577313719,0.230847589657549,0.704736794798814
"Brasileira ","PI",41120,2914,2417,8530,27259,0.0708657587548638,0.0587791828793774,0.207441634241245,0.662913424124514
"Brejo do Piauí ","PI",26376,2683,1518,5804,16371,0.101721261753109,0.0575523202911738,0.220048528965726,0.620677888989991
"Buriti dos Lopes ","PI",126850,18657,6875,32308,69010,0.147079227433977,0.0541978715017737,0.254694521087899,0.54402837997635
"Buriti dos Montes ","PI",41882,4064,1497,7160,29161,0.0970345255718447,0.035743278735495,0.170956496824411,0.696265698868249
"Cabeceiras do Piauí ","PI",49185,4184,1451,9872,33678,0.0850665853410593,0.0295008640845786,0.200711599064756,0.684720951509607
"Cajazeiras do Piauí ","PI",20969,2981,713,3528,13749,0.142162239496399,0.0340025752301016,0.168248366636463,0.655682197529687
"Cajueiro da Praia ","PI",62013,21420,1366,11800,27427,0.345411445987132,0.0220276393659394,0.190282682663313,0.442278231983616
"Caldeirão Grande do Piauí ","PI",41979,4297,8497,7391,21793,0.102360704161605,0.202410729174111,0.176064222587484,0.519140522642274
"Campinas do Piauí ","PI",35010,5327,1223,7557,20904,0.152156526706655,0.0349328763210511,0.215852613538989,0.597086546700943
"Campo Alegre do Fidalgo ","PI",27996,1436,966,6205,19388,0.0512930418631233,0.0345049292756108,0.221638805543649,0.692527503929133
"Campo Grande do Piauí ","PI",43490,6352,1935,12330,22874,0.146056564727524,0.0444929868935387,0.283513451368131,0.525959990802483
"Campo Largo do Piauí ","PI",34598,2710,950,5453,25485,0.0783282270651483,0.0274582345800335,0.157610266489392,0.736603271865426
"Campo Maior ","PI",410635,18389,33299,203070,155877,0.0447818622377537,0.0810914802683649,0.494526769515506,0.379599887978375
"Canavieira ","PI",25601,3786,1065,4536,16214,0.147884848248115,0.0415999375024413,0.177180578883637,0.633334635365806
"Canto do Buriti ","PI",168479,27114,10072,59152,72141,0.160934003644371,0.0597819312792692,0.351094201651244,0.428189863425115
"Capitão de Campos ","PI",60494,2136,2179,17141,39037,0.0353092868714253,0.0360201011670579,0.283350414917182,0.64530366647932
"Capitão Gervásio Oliveira ","PI",23998,2744,719,4213,16322,0.114342861905159,0.0299608300691724,0.17555629635803,0.680140011667639
"Caracol ","PI",63722,2479,2551,17009,41683,0.0389033614764132,0.0400332695144534,0.266925080819811,0.654138288189322
"Caraúbas do Piauí ","PI",35634,5679,959,7028,21967,0.159370264354268,0.0269124992984229,0.197227367121289,0.616461806140203
"Caridade do Piauí ","PI",29968,2885,1885,5032,20166,0.0962693539775761,0.0629004271222637,0.167912439935932,0.672917778964229
"Castelo do Piauí ","PI",125779,10877,7311,41722,65870,0.0864770748694138,0.0581257602620469,0.331708790815637,0.523696324505681
"Caxingó ","PI",35090,5717,1239,7131,21004,0.162923909945854,0.0353092049016814,0.203220290681106,0.59857509261898
"Cocal ","PI",159395,8824,6234,51924,92412,0.0553593274569466,0.0391103861476207,0.325756767778161,0.579767244894758
"Cocal de Telha ","PI",29820,1328,985,7719,19787,0.0445338698859826,0.0330315224681422,0.258853118712274,0.663547954393025
"Cocal dos Alves ","PI",34755,2732,1219,8247,22558,0.0786073946194792,0.0350740900589843,0.237289598618904,0.649057689541073
"Coivaras ","PI",23961,1778,746,5159,16278,0.0742039146947122,0.0311339259630232,0.21530820917324,0.679353950169025
"Colônia do Gurguéia ","PI",39742,2705,1464,13803,21770,0.068064012883096,0.0368376025363595,0.347315182929898,0.547783201650647
"Colônia do Piauí ","PI",45859,5287,1659,10124,28788,0.115288165899823,0.0361761050175538,0.220763645086025,0.627750278026124
"Conceição do Canindé ","PI",32314,7081,1346,6886,17002,0.21913102679953,0.04165377235873,0.213096490685152,0.526149656495637
"Coronel José Dias ","PI",26788,2511,1239,5411,17628,0.0937360011945647,0.0462520531581305,0.201993429893982,0.65805584590115
"Corrente ","PI",254137,49408,12278,97500,94951,0.19441482350071,0.0483125243471041,0.383651337664331,0.373621314487855
"Cristalândia do Piauí ","PI",45480,8233,1364,6848,29035,0.181024626209323,0.0299912049252419,0.150571679859279,0.638412489006157
"Cristino Castro ","PI",77536,3953,3694,30021,39868,0.0509827692942633,0.0476423854725547,0.387187886917045,0.514186958316137
"Curimatá ","PI",75673,9725,4689,21531,39729,0.128513472440633,0.0619639765834578,0.284526845770618,0.525008919958241
"Currais ","PI",119298,73048,6151,18943,21156,0.612315378296367,0.0515599590940334,0.158787238679609,0.17733742392999
"Curralinhos ","PI",21384,1934,823,3298,15329,0.0904414515525627,0.0384867190422746,0.154227459783015,0.716844369622147
"Curral Novo do Piauí ","PI",27523,3146,1079,4308,18990,0.1143043999564,0.0392035751916579,0.156523634778186,0.689968390073757
"Demerval Lobão ","PI",114767,2423,32862,34121,45360,0.0211123406554149,0.286336664720695,0.297306717087665,0.395235564230136
"Dirceu Arcoverde ","PI",34003,3001,1046,7632,22323,0.0882569185071905,0.0307619915889774,0.224450783754375,0.656500896979678
"Dom Expedito Lopes ","PI",54634,3597,2931,25501,22605,0.065838122780686,0.053647911556906,0.466760625251675,0.413753340410733
"Domingos Mourão ","PI",25841,1868,901,5250,17822,0.0722882241399327,0.0348670717077512,0.203165512170582,0.689679191981734
"Dom Inocêncio ","PI",47949,4818,1346,8599,33186,0.100481761871989,0.0280714926275835,0.179336378235208,0.692110367265219
"Elesbão Veloso ","PI",100081,9275,4412,36117,50277,0.0926749333040237,0.0440842917237038,0.360877689071852,0.502363085900421
"Eliseu Martins ","PI",34611,2741,1844,12290,17736,0.0791944757447054,0.0532778596399988,0.355089422437953,0.512438242177342
"Esperantina ","PI",267795,9583,18994,105055,134164,0.0357848354151496,0.0709273884874624,0.392296346085625,0.50099516421143
"Fartura do Piauí ","PI",26185,2350,698,4278,18859,0.0897460378079053,0.026656482719114,0.16337597861371,0.720221500859271
"Flores do Piauí ","PI",29828,2990,1195,6769,18874,0.100241383934558,0.0400630280273568,0.226934424031112,0.632761164006973
"Floresta do Piauí ","PI",16538,1774,538,3031,11195,0.107268109807716,0.0325311404039182,0.183274882089733,0.676925867698633
"Floriano ","PI",805490,14016,69927,515989,205558,0.0174005884616817,0.0868129958162113,0.640590199754187,0.25519621596792
"Francinópolis ","PI",30158,1845,1245,7188,19881,0.0611777969361363,0.0412825784203196,0.238344717819484,0.659228065521586
"Francisco Ayres ","PI",31361,7804,1022,5871,16664,0.248844105736424,0.0325882465482606,0.187207040591818,0.531360607123497
"Francisco Macedo ","PI",18279,971,581,4025,12701,0.0531210678921166,0.0317851085945621,0.220198041468352,0.694841074457027
"Francisco Santos ","PI",53859,4062,1822,18424,29552,0.0754191500027851,0.0338290722070592,0.342078389869845,0.548691954919326
"Fronteiras ","PI",157399,7969,69308,38788,41334,0.0506292924351489,0.44033316603028,0.246431044669915,0.262606496864656
